runoff,surface_pressure_hpa,mean_temp_c,max_temp_2m_c,min_temp_2m_c,precipitation_mm,dew_point_c,mean_wind_speed_ms,wind_v_ms,wind_u_ms,solar_net_radiation_j_m2,solar_down_radiation_j_m2
36.75,795.88,15.91,20.47,10.94,2.01,9.72,3.05,2.2,1.96,17293812.0,19913694.0
39.40625,795.68,17.56,22.46,12.19,0.89,8.04,4.15,1.92,3.64,19302144.0,22229730.0
36.40625,795.59,18.27,23.9,11.9,0.36,7.2,3.92,1.42,3.57,20578406.0,23703694.0
32.3125,794.26,18.99,25.19,12.73,0.07,5.97,3.95,1.46,3.6,21360286.0,24608574.0
29.78125,796.58,18.81,26.03,9.85,0.06,4.78,2.98,1.67,1.47,21164272.0,24387088.0
28.5,798.22,18.4,24.64,10.11,0.71,4.1,3.25,0.97,2.1,21193168.0,24424714.0
27.71875,796.71,19.11,26.37,10.23,0.0,-2.02,2.99,1.42,2.51,24448946.0,28181752.0
27.03125,791.76,21.15,28.21,14.04,0.0,3.86,4.18,1.24,3.98,22989288.0,26503866.0
26.53125,791.1,21.29,27.22,14.8,0.0,3.94,4.17,1.62,3.82,18663804.0,21520964.0
26.15625,791.95,20.63,27.2,14.44,0.01,3.64,4.08,0.86,3.94,20876268.0,24076160.0
25.90625,793.43,21.08,29.25,13.63,0.27,5.37,2.73,0.43,1.67,21791798.0,25136558.0
25.6875,794.28,21.26,26.61,14.83,0.29,5.56,3.64,2.27,2.43,16517098.0,19055608.0
25.71875,796.17,21.25,27.97,11.66,1.16,5.59,3.53,1.57,2.56,21485928.0,24792538.0
26.03125,798.08,18.89,26.12,12.26,0.28,8.14,2.2,0.71,0.52,21156840.0,24416736.0
25.78125,796.44,19.14,27.95,13.06,1.72,9.27,2.58,1.77,0.93,19481904.0,22478402.0
25.4375,795.57,18.9,24.81,13.68,0.53,9.39,2.91,2.25,1.64,19918870.0,22977178.0
26.3125,794.53,16.68,24.63,12.22,10.15,11.05,2.36,1.33,1.88,16165614.0,18643406.0
30.53125,791.51,18.65,25.43,13.35,0.11,8.38,3.51,1.6,3.06,17211110.0,19844178.0
32.625,790.84,18.33,23.73,14.36,0.16,9.5,3.86,2.0,3.28,15208870.0,17531638.0
31.75,793.61,18.38,23.77,13.23,5.12,11.45,2.02,1.26,0.81,14062406.0,16206358.0
36.53125,798.89,11.75,16.82,7.31,6.5,7.92,3.12,0.85,-2.97,10564702.0,12172574.0
43.09375,799.12,12.07,16.4,7.47,2.4,7.59,1.75,1.35,-0.81,9301786.0,10714732.0
42.28125,795.28,17.21,22.86,12.29,1.42,11.07,3.62,2.3,2.74,19233568.0,22149894.0
41.21875,796.68,16.88,22.85,9.5,3.72,9.86,3.34,1.73,1.72,20070226.0,23107806.0
44.375,801.23,11.89,16.24,9.3,10.48,8.2,1.72,0.51,-1.3,13070298.0,15045024.0
50.53125,798.74,14.42,19.4,10.27,3.26,8.97,1.47,-0.18,1.11,19835668.0,22826804.0
50.75,798.63,13.66,19.05,8.68,6.98,8.54,1.29,-0.21,0.04,18241882.0,20987804.0
50.65625,797.86,17.34,22.64,9.97,0.0,7.0,1.5,0.44,0.73,24715240.0,28428826.0
45.90625,798.12,17.35,24.17,12.39,4.81,10.8,1.6,0.86,0.34,22249456.0,25586550.0
49.21875,798.3,16.64,21.38,13.85,10.94,12.52,0.95,0.19,-0.01,17752778.0,20410512.0
60.34375,795.82,17.59,22.23,13.9,1.83,13.39,1.77,1.33,0.55,17313372.0,19900638.0
60.3125,791.63,19.35,24.73,13.99,0.95,12.01,3.91,1.89,3.35,16340412.0,18777660.0
51.75,790.5,21.35,27.66,16.31,0.0,10.65,3.39,0.95,3.17,23832616.0,27381128.0
42.1875,791.56,21.86,28.48,16.99,0.13,10.39,2.8,1.18,2.5,23099592.0,26532544.0
34.6875,792.77,22.32,29.92,14.53,0.27,11.17,2.72,1.41,1.43,23951328.0,27504376.0
30.1875,792.37,21.83,28.86,15.43,0.7,11.18,3.67,2.14,2.72,22308084.0,25611374.0
27.875,791.21,21.76,28.39,16.05,0.05,9.87,3.8,1.66,3.35,22954676.0,26347384.0
26.15625,792.61,20.79,27.36,13.78,1.28,9.23,3.19,1.73,1.23,23062824.0,26465288.0
25.90625,793.58,17.95,24.17,14.02,2.39,10.89,2.55,1.53,-0.58,15916580.0,18260324.0
27.8125,793.68,18.77,23.39,14.49,3.89,12.5,2.27,2.0,0.41,14396662.0,16512854.0
32.375,792.49,21.27,27.58,14.65,0.62,9.33,4.03,1.93,3.46,19897946.0,22817262.0
32.21875,792.76,22.37,28.85,16.94,0.08,7.75,3.7,1.06,3.44,20852878.0,23906606.0
28.71875,793.56,22.13,29.28,15.58,0.0,6.6,3.11,1.39,2.63,21251390.0,24357800.0
25.96875,792.72,22.65,29.6,15.48,0.0,5.7,4.17,1.44,3.89,21880898.0,25073392.0
24.25,793.5,23.65,30.2,16.14,0.0,2.29,4.11,1.3,3.87,25606956.0,29369480.0
23.25,793.7,24.09,30.43,17.04,0.0,2.04,3.89,1.49,3.57,25971040.0,29813992.0
22.65625,793.61,22.25,29.48,15.1,0.13,6.98,3.25,1.6,2.77,22777778.0,26171866.0
22.375,792.37,23.11,28.27,16.89,0.12,8.69,3.17,1.59,2.6,18952644.0,21796542.0
22.21875,792.48,22.87,29.29,16.57,0.12,10.68,3.96,2.07,3.33,20718016.0,23848272.0
22.0625,792.08,23.56,29.39,17.19,0.0,9.94,3.74,1.66,3.25,18539698.0,21360248.0
22.28125,792.71,21.92,29.44,16.09,5.69,11.64,2.14,-0.04,1.1,20550360.0,23698252.0
24.0,793.8,21.56,27.0,16.05,0.42,11.55,1.37,1.09,-0.57,21904750.0,25282948.0
25.8125,793.15,19.94,26.14,16.86,17.75,15.09,1.7,1.63,-0.26,17329386.0,20020184.0
42.09375,791.99,18.01,21.54,15.8,26.02,16.25,1.58,1.44,0.12,8808300.0,10185276.0
83.40625,792.07,17.28,19.52,15.44,40.28,16.38,0.98,0.59,-0.26,5376564.0,6222696.0
126.0625,793.88,18.99,23.57,15.88,14.44,16.29,1.34,0.95,0.07,17793464.0,20612552.0
148.71875,795.6,17.64,20.55,15.22,5.78,14.87,1.62,0.77,-1.37,11544146.0,13385300.0
167.375,794.77,18.46,22.76,15.55,9.29,15.26,1.4,1.07,-0.27,15727974.0,18253024.0
182.1875,793.31,20.04,23.93,16.52,1.3,15.28,2.12,1.68,1.11,18963364.0,22027984.0
162.4375,792.92,19.34,23.55,14.39,1.99,15.47,2.13,1.4,1.13,18307544.0,21285644.0
144.59375,794.39,17.55,23.46,12.73,5.66,12.96,2.2,1.07,-0.84,17343330.0,20183024.0
145.125,797.5,14.36,16.3,12.83,2.97,10.8,1.95,0.36,-1.89,6047568.0,7044208.0
138.5625,798.75,13.75,15.55,12.71,7.37,11.4,1.19,0.08,-1.17,5364186.0,6253936.0
139.53125,796.52,14.41,16.21,13.24,9.33,12.68,1.27,0.86,-0.87,4943876.0,5769204.0
161.28125,793.8,16.42,20.29,13.98,11.94,14.91,1.48,1.37,-0.44,10388388.0,12133708.0
200.0625,792.4,17.82,21.44,14.91,4.61,15.67,2.25,2.02,0.95,13112910.0,15330104.0
210.5,792.16,19.12,23.73,15.37,0.41,13.9,2.88,1.66,2.3,15616366.0,18273716.0
182.875,793.08,19.69,25.22,15.15,2.79,14.87,2.02,0.76,0.75,16831696.0,19713936.0
187.6875,793.54,19.47,23.72,15.88,8.73,15.98,1.6,1.19,-0.17,16264330.0,19066940.0
295.34375,794.49,19.1,23.26,16.51,21.24,16.69,1.45,1.14,-0.38,14107348.0,16553484.0
424.25,794.37,19.15,24.06,15.73,7.81,16.29,1.95,1.55,0.73,16609654.0,19507740.0
427.75,793.7,20.25,24.37,16.41,1.14,15.27,2.65,1.75,1.85,18330908.0,21549344.0
380.84375,793.49,19.82,24.06,16.89,4.75,15.93,2.22,1.33,1.54,16853274.0,19830592.0
396.40625,793.84,18.2,20.78,15.58,20.96,16.45,1.11,0.64,0.29,7609176.0,8961688.0
