runoff,surface_pressure_hpa,mean_temp_c,max_temp_2m_c,min_temp_2m_c,precipitation_mm,dew_point_c,mean_wind_speed_ms,wind_v_ms,wind_u_ms,solar_net_radiation_j_m2,solar_down_radiation_j_m2
3.6875,901.51,24.99,28.93,22.22,9.4,22.86,0.93,-0.54,-0.14,13511748.0,15899492.0
6.5,903.3,24.17,28.21,21.88,33.71,22.75,1.01,-0.27,0.28,11242860.0,13230388.0
11.703125,904.88,23.42,26.02,21.64,10.78,21.38,1.05,-0.55,0.46,7629440.0,8978616.0
12.90625,905.32,23.71,27.04,21.86,3.75,20.06,1.08,0.42,0.54,8870214.0,10439536.0
11.71875,904.0,24.82,28.85,20.97,0.02,20.71,0.75,0.02,-0.08,15774348.0,18566008.0
9.625,903.0,25.15,29.12,22.32,13.18,22.67,0.85,-0.12,0.03,17367986.0,20442524.0
11.65625,903.46,24.3,27.86,22.06,25.94,22.81,0.67,0.17,0.37,11414256.0,13435884.0
40.71875,903.76,22.41,25.1,19.1,62.2,21.41,1.01,-0.53,0.57,5307232.0,6247284.0
46.796875,904.88,21.16,24.83,17.29,0.44,19.06,1.06,0.87,0.53,6032322.0,7101512.0
36.453125,903.9,25.43,29.68,20.81,0.0,18.26,0.88,-0.04,-0.33,22225822.0,26165784.0
28.796875,904.49,23.69,26.54,21.66,2.13,20.96,0.55,-0.23,-0.05,10097072.0,11887516.0
23.390625,905.86,22.54,25.13,21.47,2.72,21.43,0.57,-0.32,-0.11,6790096.0,7994736.0
19.625,904.83,24.27,26.9,21.75,2.57,22.03,0.84,-0.63,-0.39,11405674.0,13429622.0
17.4375,903.78,23.82,27.81,21.95,26.25,22.47,0.73,-0.43,0.1,8794880.0,10356068.0
21.796875,903.22,23.54,26.2,21.91,19.08,22.44,0.73,-0.48,-0.12,8423102.0,9917388.0
27.96875,906.08,21.72,23.58,20.01,16.91,21.26,1.16,-0.01,0.37,3769360.0,4437706.0
31.796875,907.05,23.59,27.05,20.35,0.7,20.16,0.91,0.39,0.35,10913384.0,12847724.0
26.59375,905.73,23.57,28.72,18.8,0.0,18.09,0.9,0.44,-0.14,17999314.0,21187900.0
21.796875,904.93,24.7,27.95,21.33,0.38,19.89,0.88,-0.29,-0.03,19032402.0,22401848.0
18.0625,904.4,23.55,28.34,20.91,19.82,21.69,0.64,-0.16,0.16,13102208.0,15420532.0
19.5625,904.5,23.3,27.42,21.23,24.99,21.67,0.8,-0.18,-0.12,12969330.0,15262962.0
22.640625,904.12,23.76,28.03,21.24,7.31,21.43,0.89,-0.27,0.03,13520010.0,15909676.0
22.765625,904.26,23.05,28.08,20.78,21.42,21.72,0.75,-0.54,-0.14,14015024.0,16490992.0
26.1875,907.25,21.76,24.09,20.4,14.04,21.08,0.73,-0.54,0.11,6001564.0,7061152.0
26.71875,907.29,23.8,26.91,21.04,5.73,21.07,0.8,-0.05,-0.27,14016922.0,16490752.0
23.984375,904.29,24.65,28.44,21.36,9.28,21.87,0.96,0.0,0.05,15982684.0,18801800.0
23.375,901.85,25.83,30.12,21.21,1.7,22.75,0.82,0.35,0.09,19821802.0,23316356.0
19.9375,901.1,26.7,31.38,22.04,0.66,22.85,0.83,0.21,0.19,20630730.0,24265836.0
16.59375,900.87,28.47,32.37,24.94,0.38,23.04,0.8,-0.09,0.01,21176210.0,24905384.0
15.515625,902.15,25.53,31.71,21.75,29.08,22.98,0.96,0.36,0.26,17997004.0,21164464.0
20.234375,905.27,24.72,29.65,21.71,8.57,22.38,0.86,-0.04,0.2,17175068.0,20196444.0
18.78125,905.86,23.94,27.59,21.32,23.52,22.45,0.77,-0.21,0.11,15067572.0,17716598.0
20.34375,904.89,23.97,27.26,21.04,16.85,22.18,0.87,-0.09,0.13,15728864.0,18492816.0
21.015625,906.38,24.45,29.44,20.77,23.34,22.47,1.01,0.19,0.02,16708714.0,19643342.0
23.75,910.27,23.39,27.37,20.08,2.23,20.95,1.01,0.03,0.27,13495336.0,15864352.0
20.5625,909.0,25.43,29.85,20.97,3.31,22.09,0.82,0.18,0.0,20062126.0,23581974.0
18.125,905.55,25.49,29.93,22.48,3.06,22.35,0.99,0.21,0.06,19498268.0,22917464.0
16.09375,903.48,25.67,30.08,21.97,1.67,22.4,0.93,0.12,0.21,19157666.0,22515136.0
13.890625,903.05,25.7,30.26,22.24,12.26,22.93,0.93,0.15,0.22,18977724.0,22301772.0
14.734375,902.99,27.06,31.09,23.31,7.79,23.22,0.84,0.09,0.13,17363426.0,20403354.0
15.46875,903.09,27.16,31.85,23.08,5.89,23.78,1.21,-0.25,0.07,16760304.0,19693254.0
15.96875,902.58,27.47,32.42,23.89,11.34,24.0,1.12,-0.27,0.1,16813652.0,19754330.0
28.71875,901.92,26.19,30.95,22.73,43.97,23.94,1.11,-0.59,0.07,16557678.0,19451972.0
54.71875,906.59,22.46,26.23,20.32,55.23,21.39,1.31,-0.86,0.55,6065804.0,7125570.0
55.359375,907.79,24.14,27.14,20.56,0.37,20.43,0.66,-0.04,-0.23,14863928.0,17458756.0
43.546875,906.34,24.87,28.34,21.81,0.12,20.62,0.83,-0.42,-0.24,15973142.0,18753112.0
34.953125,905.81,23.94,28.41,21.76,11.57,21.91,0.65,-0.35,-0.2,14554846.0,17081122.0
31.140625,906.3,23.68,27.07,21.94,13.95,22.02,0.82,-0.32,-0.05,11580988.0,13585298.0
73.1875,908.89,22.84,25.38,21.47,66.36,21.51,1.04,-0.91,0.12,6744616.0,7908582.0
75.34375,907.81,22.85,24.91,21.62,19.97,21.76,0.51,-0.39,-0.28,7595872.0,8901416.0
96.90625,910.3,19.73,22.97,18.42,63.96,19.08,1.05,-0.73,0.39,2291134.0,2684012.0
92.828125,911.66,21.66,24.29,19.42,1.35,18.14,0.47,0.05,0.18,4620808.0,5410770.0
72.578125,912.58,18.49,21.03,17.44,6.57,17.04,0.72,-0.35,0.17,3994124.0,4674650.0
59.734375,911.5,18.76,20.28,17.36,3.05,16.5,0.48,-0.3,-0.29,5900308.0,6902260.0
49.742188,911.05,18.28,19.4,17.37,10.32,17.2,0.69,-0.48,-0.12,4886514.0,5713610.0
43.28125,912.75,18.54,19.54,17.46,6.08,17.59,0.62,0.35,0.42,2920562.0,3413466.0
37.804688,911.9,21.04,25.28,15.89,0.27,17.26,0.9,-0.02,-0.16,16813340.0,19642856.0
31.492188,909.92,22.6,27.18,17.83,0.12,17.37,1.02,0.19,-0.15,18476892.0,21577024.0
26.148438,907.82,23.18,26.44,19.76,1.29,19.38,1.06,-0.73,-0.03,17390440.0,20298814.0
22.3125,908.92,21.01,22.99,18.82,10.35,18.25,1.48,-1.2,0.73,8187110.0,9550944.0
21.0625,910.96,18.81,19.7,18.36,3.75,17.68,0.72,0.02,0.11,3318382.0,3869776.0
18.90625,912.57,19.64,21.64,18.2,6.54,17.75,0.55,-0.11,0.25,5501696.0,6413084.0
17.304688,912.89,19.57,22.57,16.55,6.48,17.69,0.67,0.19,0.34,7102574.0,8275082.0
16.265625,909.15,22.41,25.84,18.16,0.37,17.88,0.74,-0.15,-0.23,16509804.0,19227428.0
13.921875,907.23,20.91,24.37,19.01,23.24,18.94,1.05,-0.81,0.1,8524334.0,9923056.0
17.601562,906.93,19.37,20.45,18.68,4.05,18.25,0.87,-0.67,0.39,3010606.0,3503098.0
16.132812,906.89,20.48,23.42,18.83,10.63,18.97,0.74,-0.03,0.4,5504900.0,6402732.0
16.484375,908.12,22.95,26.78,19.95,1.23,19.7,0.67,0.1,-0.03,11950386.0,13892568.0
