runoff,surface_pressure_hpa,mean_temp_c,max_temp_2m_c,min_temp_2m_c,precipitation_mm,dew_point_c,mean_wind_speed_ms,wind_v_ms,wind_u_ms,solar_net_radiation_j_m2,solar_down_radiation_j_m2
107.484375,809.79,22.04,25.82,17.52,0.75,15.72,0.34,0.03,0.02,20189120.0,23937832.0
93.578125,808.44,21.57,26.07,16.6,1.38,16.21,0.47,0.28,0.22,16891484.0,20029100.0
82.359375,808.09,22.8,28.05,17.96,6.66,17.25,0.65,0.36,0.46,20154886.0,23899904.0
77.765625,809.12,23.12,28.22,18.65,4.4,18.32,0.79,0.59,0.5,19901444.0,23600836.0
72.1875,809.31,23.93,28.07,19.7,2.19,18.49,0.84,0.53,0.63,19119132.0,22674424.0
62.8125,809.29,23.24,28.34,19.21,4.07,18.6,0.98,0.65,0.71,19957148.0,23669638.0
55.90625,807.94,23.53,28.05,19.01,3.12,18.4,0.97,0.66,0.69,19798062.0,23482330.0
49.53125,809.37,22.96,28.08,18.93,17.32,18.1,0.66,0.48,0.39,17798044.0,21111526.0
59.015625,811.13,20.89,26.46,17.42,21.8,18.86,0.47,0.12,0.31,13041904.0,15470620.0
83.140625,809.33,21.75,25.57,17.87,1.79,17.5,0.6,0.37,-0.29,16436464.0,19496016.0
81.75,809.46,21.12,24.93,17.28,3.4,16.73,0.71,0.25,-0.43,17022602.0,20189602.0
73.265625,810.8,20.99,26.13,17.11,8.64,18.08,0.7,0.57,0.31,15981590.0,18953756.0
73.34375,812.59,20.9,26.01,17.73,11.65,18.03,0.78,0.56,0.49,14660912.0,17386528.0
89.890625,811.59,20.32,24.8,17.56,25.09,18.27,0.67,0.55,0.29,12767150.0,15139178.0
230.79688,811.27,18.95,21.82,16.9,56.5,17.95,0.7,0.3,-0.35,7935852.0,9409964.0
296.59375,813.23,16.22,16.96,15.42,27.34,15.62,0.65,-0.37,-0.49,2801670.0,3321680.0
287.6172,812.37,18.22,22.4,15.4,8.85,16.4,0.55,-0.01,-0.51,10665890.0,12645246.0
253.51562,811.67,19.04,23.43,16.42,11.23,17.02,0.47,0.05,-0.28,13462530.0,15959296.0
229.01562,810.57,20.62,24.87,16.73,10.3,17.65,0.63,0.18,-0.4,14659130.0,17376836.0
217.95312,812.6,17.14,20.73,14.52,9.04,15.91,0.96,-0.53,-0.8,9340140.0,11070154.0
206.00781,813.35,17.27,19.75,14.56,0.23,13.36,0.63,-0.22,-0.57,6745958.0,7995532.0
177.3125,812.08,19.92,23.37,15.21,0.15,13.41,0.57,0.05,-0.35,16703500.0,19797296.0
147.10938,810.47,20.98,24.16,17.28,1.45,15.56,0.57,0.45,0.14,16048616.0,19019216.0
122.53125,809.59,22.26,25.41,18.54,0.42,14.86,0.52,0.41,0.01,16249154.0,19255572.0
102.99219,811.09,19.25,23.91,16.09,18.25,16.87,0.71,-0.1,-0.63,14674286.0,17387776.0
113.32031,813.25,16.83,18.84,15.18,8.42,15.03,0.77,-0.24,-0.72,6021282.0,7133044.0
126.46875,814.4,15.6,16.5,15.09,5.78,13.52,0.52,-0.21,-0.46,3472104.0,4113576.0
130.66406,811.44,19.01,21.9,14.72,0.89,14.04,0.34,-0.01,-0.03,11674736.0,13831368.0
119.28906,809.34,19.63,22.83,17.21,9.54,16.94,0.47,0.38,0.18,10462332.0,12394264.0
