runoff,surface_pressure_hpa,mean_temp_c,max_temp_2m_c,min_temp_2m_c,precipitation_mm,dew_point_c,mean_wind_speed_ms,wind_v_ms,wind_u_ms,solar_net_radiation_j_m2,solar_down_radiation_j_m2
154.90625,785.89,19.58,23.98,15.82,7.15,16.22,0.96,0.44,0.61,15403630.0,18159854.0
155.04688,784.84,18.93,24.11,13.49,4.23,16.18,1.1,0.32,0.77,17872530.0,21064660.0
146.85938,784.25,19.59,25.24,14.31,3.69,16.25,0.96,-0.23,0.2,20724624.0,24418996.0
130.90625,783.95,21.5,25.47,15.69,1.1,16.73,0.79,0.09,-0.0,20473872.0,24117286.0
112.859375,784.68,19.86,24.23,14.45,3.93,16.99,0.75,-0.07,-0.01,16623428.0,19575712.0
101.375,786.8,18.86,23.31,15.15,11.97,16.94,0.69,0.2,0.27,14199260.0,16717272.0
107.40625,786.91,18.97,22.87,16.33,12.59,17.09,0.78,0.38,0.48,13139344.0,15464266.0
127.375,786.12,19.07,23.77,14.39,9.96,16.66,0.92,0.46,0.49,15058386.0,17718008.0
144.32812,787.28,19.33,23.83,15.8,3.34,16.1,0.9,0.11,-0.41,18957788.0,22300150.0
138.60938,790.43,17.7,20.71,14.17,1.63,16.45,0.88,-0.06,-0.71,13130702.0,15441768.0
123.328125,789.76,19.42,23.88,14.54,2.29,15.73,0.71,0.27,-0.18,19935194.0,23437888.0
109.203125,786.87,19.06,23.36,15.19,2.86,15.99,0.76,0.06,-0.25,17867026.0,21001288.0
96.609375,785.35,18.75,22.17,15.46,3.85,17.01,0.79,0.28,-0.09,16320844.0,19178400.0
88.625,784.93,20.44,24.7,16.97,2.41,16.64,0.82,0.41,0.14,18458378.0,21683130.0
82.03125,785.48,21.91,25.95,17.61,0.96,17.03,1.02,0.59,0.49,18947372.0,22252240.0
73.1875,785.69,23.08,26.97,18.61,0.72,17.52,1.1,0.55,0.58,19872594.0,23332608.0
63.328125,785.5,22.37,26.96,17.75,1.5,17.42,1.11,0.53,0.62,19612960.0,23021552.0
56.59375,784.23,22.08,26.07,18.29,2.24,17.41,1.05,0.59,0.6,18611542.0,21839844.0
54.03125,786.42,19.29,23.87,16.74,16.07,17.58,0.72,0.07,-0.39,10736948.0,12594622.0
71.71875,787.98,18.05,21.74,15.38,7.68,17.15,0.56,0.24,0.06,10812974.0,12682712.0
81.6875,786.32,18.97,23.63,15.89,1.16,16.23,1.04,0.36,-0.82,16766374.0,19654710.0
75.875,786.18,18.68,22.45,16.28,1.01,15.69,1.21,0.47,-0.71,14443916.0,16924816.0
66.578125,787.0,19.14,23.2,16.62,9.36,16.79,1.04,0.82,0.21,13429694.0,15731162.0
111.65625,788.83,19.08,23.36,16.86,27.78,16.68,0.94,0.6,0.29,11203632.0,13117242.0
169.8125,787.91,17.75,20.14,16.35,18.92,16.4,0.81,0.75,0.12,6715348.0,7859440.0
248.9375,788.49,16.08,18.93,13.79,31.04,15.3,1.07,-0.07,-0.62,4397102.0,5143464.0
280.42188,790.24,13.55,15.02,12.26,6.95,12.45,0.98,-0.12,-0.91,3565290.0,4169500.0
251.09375,789.73,12.41,14.45,11.41,3.61,11.56,1.08,0.13,-1.0,4004438.0,4680152.0
216.10938,788.7,14.28,16.33,11.71,2.27,13.41,1.03,0.54,-0.8,6638670.0,7755338.0
186.14844,788.0,15.09,17.61,13.35,6.8,14.49,1.15,0.35,-1.0,7670698.0,8957072.0
172.88281,790.29,12.75,14.01,11.86,9.38,12.18,1.05,-0.5,-0.86,3191682.0,3726236.0
172.61719,790.18,14.96,18.38,11.92,0.8,12.56,0.89,-0.07,-0.8,7931560.0,9257284.0
153.77344,788.8,17.03,21.28,12.92,0.45,13.43,0.9,0.5,-0.57,15518246.0,18101440.0
130.61719,786.99,18.65,22.67,15.02,0.58,15.18,1.05,0.81,-0.44,15181932.0,17701540.0
112.03906,786.89,16.96,20.91,14.53,4.58,15.18,1.1,0.5,-0.82,11958704.0,13934730.0
106.875,788.72,14.22,16.22,12.99,7.27,13.37,1.07,-0.3,-0.98,5491124.0,6394610.0
